,util_diff,normal cdf V1-V3,normal cdf V3-V1,log normal cdf V1-V3,log normal cdf V3-V1,choice log prob
198,3.4946327,0.99976265,0.0002373755,-0.00023737387,-7.9711924,-0.00023737387
199,3.4867117,0.9997555,0.00024449825,-0.00024452814,-7.9711924,-0.00024452814
200,3.5059476,0.9997725,0.00022751093,-0.00022753682,-7.9711924,-0.00022753682
201,3.4826934,0.9997518,0.00024819374,-0.00024822453,-7.9711924,-0.00024822453
202,3.5097075,0.9997757,0.00022429228,-0.00022431744,-7.9711924,-0.00022431744
203,3.5160682,0.999781,0.00021898746,-0.00021901145,-7.9711924,-0.00021901145
204,3.5238721,0.99978733,0.00021266937,-0.00021269199,-7.9711924,-0.00021269199
205,3.5149395,0.99978006,0.00021997094,-0.00021996532,-7.9711924,-0.00021996532
206,3.446253,0.9997158,0.00028422475,-0.00028423534,-7.9711924,-0.00028423534
207,3.455111,0.9997249,0.00027507544,-0.00027511327,-7.9711924,-0.00027511327
208,3.4422677,0.9997115,0.00028848648,-0.0002885281,-7.9711924,-0.0002885281
209,3.4500487,0.99971974,0.00028023124,-0.0002803003,-7.9711924,-0.0002803003
210,3.4621255,0.999732,0.00026795268,-0.0002680184,-7.9711924,-0.0002680184
211,3.449956,0.9997196,0.00028035045,-0.00028041957,-7.9711924,-0.00028041957
212,3.4517157,0.9997214,0.0002785623,-0.0002786309,-7.9711924,-0.0002786309
213,3.4644444,0.9997344,0.0002656281,-0.00026563357,-7.9711924,-0.00026563357
214,3.4475083,0.99971706,0.00028294325,-0.00028298327,-7.9711924,-0.00028298327
215,3.4618146,0.99973166,0.0002683401,-0.0002683761,-7.9711924,-0.0002683761
216,3.4609861,0.99973094,0.00026905537,-0.00026909157,-7.9711924,-0.00026909157
217,3.4696944,0.9997394,0.0002605617,-0.00026062547,-7.9711924,-0.00026062547
218,3.46788,0.99973774,0.00026229024,-0.00026229484,-7.9711924,-0.00026229484
219,3.4913177,0.9997597,0.00024032593,-0.0002403548,-7.9711924,-0.0002403548
